Model,mAP50,mAP50-95,Precision,Recall,Inference_time,Parameters
YOLO11n,0.7551604570353054,0.4396100390799654,0.7538127857098591,0.6937136398480497,1.4949132846095108,2582542
YOLO11s,0.7654148558789166,0.44910353896549776,0.7672986319326821,0.6993832139809617,3.2528702493582324,9413574
YOLO11m,0.774412575102451,0.4540289767446521,0.7790502078206656,0.7058726170729464,12.670449355092721,20031574
