epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,4312.46,1.29325,0.99271,1.26435,0.74622,0.70049,0.7562,0.43649,1.42873,0.98938,1.32818,0.004654,0.004654,0.004654
56,4395.14,1.29108,0.99096,1.26493,0.75807,0.69494,0.75547,0.43509,1.43451,0.9885,1.32653,0.004555,0.004555,0.004555
57,4479.09,1.28955,0.9833,1.26279,0.74606,0.70055,0.75448,0.43495,1.43242,0.98637,1.32664,0.004456,0.004456,0.004456
58,4562.28,1.29173,0.98918,1.26201,0.74401,0.69899,0.75551,0.43673,1.43106,0.98142,1.32325,0.004357,0.004357,0.004357
59,4645.64,1.28298,0.97098,1.25715,0.73753,0.7028,0.75505,0.43669,1.43264,0.97977,1.32784,0.004258,0.004258,0.004258
60,4729.12,1.27797,0.96787,1.25907,0.7451,0.69814,0.75457,0.43744,1.42223,0.97712,1.32168,0.004159,0.004159,0.004159
61,4811.83,1.27411,0.96165,1.25155,0.74399,0.69925,0.75849,0.43886,1.42603,0.97457,1.32508,0.00406,0.00406,0.00406
62,4895.83,1.27269,0.94831,1.25094,0.75477,0.7053,0.76098,0.44061,1.42699,0.97096,1.32235,0.003961,0.003961,0.003961
63,4979.4,1.26386,0.94856,1.24862,0.76544,0.68872,0.76248,0.44349,1.42416,0.96474,1.31928,0.003862,0.003862,0.003862
64,5062.34,1.26661,0.95297,1.24349,0.75319,0.69299,0.75652,0.44136,1.42942,0.96845,1.3262,0.003763,0.003763,0.003763
65,5146.03,1.25916,0.93563,1.23996,0.7555,0.69614,0.76008,0.44358,1.42953,0.96149,1.32393,0.003664,0.003664,0.003664
66,5228.96,1.25944,0.92932,1.23893,0.76475,0.69174,0.76115,0.44245,1.42841,0.9641,1.32329,0.003565,0.003565,0.003565
67,5312.58,1.25248,0.92751,1.2339,0.75217,0.70605,0.75911,0.44325,1.4301,0.95716,1.3247,0.003466,0.003466,0.003466
68,5396.31,1.25432,0.92092,1.23496,0.75069,0.70384,0.75991,0.44236,1.43277,0.95537,1.32601,0.003367,0.003367,0.003367
69,5479.25,1.23927,0.91225,1.22927,0.75055,0.71111,0.76347,0.44522,1.42617,0.95073,1.32042,0.003268,0.003268,0.003268
70,5563.28,1.24127,0.90324,1.22824,0.75102,0.71388,0.76264,0.4442,1.42224,0.95422,1.31855,0.003169,0.003169,0.003169
71,5646.62,1.24003,0.9039,1.22917,0.76731,0.6889,0.76265,0.446,1.42435,0.94834,1.31922,0.00307,0.00307,0.00307
72,5729.72,1.22711,0.89028,1.21892,0.76253,0.69817,0.76296,0.44582,1.42292,0.94855,1.31694,0.002971,0.002971,0.002971
73,5813.36,1.23448,0.89291,1.22505,0.76795,0.69922,0.76368,0.44524,1.42568,0.94736,1.31964,0.002872,0.002872,0.002872
74,5896.02,1.22617,0.89014,1.21948,0.76747,0.6974,0.76397,0.44499,1.42717,0.95007,1.32378,0.002773,0.002773,0.002773
75,5979.46,1.2208,0.87583,1.21598,0.76582,0.70251,0.76611,0.4448,1.42577,0.95397,1.32205,0.002674,0.002674,0.002674
76,6062.91,1.21481,0.87773,1.20966,0.76494,0.70293,0.76485,0.44345,1.42931,0.94778,1.32351,0.002575,0.002575,0.002575
77,6146.08,1.20268,0.86421,1.20581,0.77292,0.69971,0.76441,0.44542,1.42795,0.94271,1.32322,0.002476,0.002476,0.002476
78,6229.75,1.20703,0.85865,1.20417,0.77041,0.7018,0.76508,0.44593,1.42562,0.93963,1.32168,0.002377,0.002377,0.002377
79,6312.71,1.19975,0.85291,1.19746,0.76745,0.70465,0.76615,0.4464,1.42389,0.93847,1.31905,0.002278,0.002278,0.002278
80,6396.17,1.20878,0.85154,1.20482,0.7629,0.70824,0.76645,0.44652,1.42005,0.93886,1.31907,0.002179,0.002179,0.002179
81,6479.9,1.1981,0.84671,1.20124,0.77034,0.70319,0.76748,0.44657,1.42272,0.9405,1.32302,0.00208,0.00208,0.00208
82,6562.58,1.19639,0.84023,1.19552,0.76818,0.70268,0.764,0.44663,1.42344,0.93814,1.32074,0.001981,0.001981,0.001981
83,6646.18,1.19125,0.83499,1.19578,0.76552,0.70529,0.76568,0.44738,1.42386,0.93561,1.32246,0.001882,0.001882,0.001882
84,6729.34,1.1923,0.83949,1.1929,0.77227,0.70352,0.76698,0.44711,1.42541,0.93525,1.32417,0.001783,0.001783,0.001783
85,6812.62,1.18152,0.83763,1.19057,0.7715,0.7057,0.76788,0.44704,1.42292,0.93601,1.32229,0.001684,0.001684,0.001684
86,6896.2,1.18201,0.82492,1.18942,0.77128,0.70996,0.76826,0.44812,1.42437,0.93278,1.3227,0.001585,0.001585,0.001585
87,6978.76,1.17746,0.81381,1.18843,0.76194,0.71332,0.76854,0.44725,1.4254,0.93075,1.32368,0.001486,0.001486,0.001486
88,7062.35,1.16917,0.80845,1.1794,0.76449,0.71158,0.76861,0.44768,1.42528,0.93133,1.32414,0.001387,0.001387,0.001387
89,7145.88,1.17034,0.80953,1.18094,0.76259,0.7109,0.76657,0.4476,1.42613,0.9325,1.32617,0.001288,0.001288,0.001288
90,7228.97,1.16627,0.80903,1.17877,0.76636,0.70732,0.76582,0.4473,1.42823,0.93247,1.3286,0.001189,0.001189,0.001189
91,7319.4,1.18053,0.75877,1.18776,0.76398,0.7038,0.76446,0.44637,1.42818,0.93451,1.32834,0.00109,0.00109,0.00109
92,7401.94,1.15936,0.72722,1.17073,0.76786,0.70583,0.76445,0.44573,1.43103,0.93394,1.33058,0.000991,0.000991,0.000991
93,7484.51,1.15046,0.72397,1.16746,0.76368,0.71077,0.76499,0.4456,1.43003,0.93344,1.33091,0.000892,0.000892,0.000892
94,7567.78,1.14602,0.71365,1.16142,0.76575,0.70593,0.76275,0.44576,1.42989,0.93504,1.33094,0.000793,0.000793,0.000793
95,7655.93,1.14611,0.71132,1.16589,0.76604,0.70404,0.76233,0.44608,1.4298,0.93596,1.33338,0.000694,0.000694,0.000694
96,7736.7,1.1322,0.69723,1.15592,0.76386,0.70702,0.76199,0.4465,1.43128,0.93542,1.33579,0.000595,0.000595,0.000595
